student,num_blocks,student_params,student_plus_classifier,teacher_params,ratio_vs_teacher,accuracy_pct
mobile_cnn,6,1045888,1051018,21289802,0.04936720407263534,83.45
nano_cnn,4,63080,68210,21289802,0.003203881370056894,67.55
wide_cnn,4,568128,573258,21289802,0.026926412937048453,78.67
deep_cnn,7,404752,409882,21289802,0.0192525040862287,81.03
bottleneck_cnn,5,249600,254730,21289802,0.011964883468620327,80.14
