student,num_blocks,student_params,student_plus_classifier,teacher_params,ratio_vs_teacher,accuracy_pct
mobile_cnn,6,1045888,1064869,21303653,0.049985277172886734,48.17320703653586
nano_cnn,4,63080,82061,21303653,0.0038519684863436332,26.79296346414073
wide_cnn,4,568128,587109,21303653,0.027559076370611182,40.39242219215156
deep_cnn,7,404752,423733,21303653,0.019890156866524254,48.24086603518268
bottleneck_cnn,5,249600,268581,21303653,0.012607274442556871,39.715832205683355
