student,num_blocks,student_params,student_plus_classifier,teacher_params,ratio_vs_teacher,accuracy_pct
mobile_cnn,6,1045888,1098214,21336998,0.05146993967942445,82.22357971899817
nano_cnn,4,63080,115406,21336998,0.00540872713209234,54.30665852168601
wide_cnn,4,568128,620454,21336998,0.029078786059782168,78.31398900427611
deep_cnn,7,404752,457078,21336998,0.021421851377593042,74.16004886988394
bottleneck_cnn,5,249600,301926,21336998,0.01415035048510573,75.32070861331704
