student,num_blocks,student_params,student_plus_classifier,teacher_params,ratio_vs_teacher,accuracy_pct
mobile_cnn,6,1045888,1974181,10148773,0.19452410651021557,35.115020297699594
nano_cnn,4,63080,991373,10148773,0.0976840254481995,29.02571041948579
wide_cnn,4,568128,1496421,10148773,0.1474484649523642,43.098782138024355
deep_cnn,7,404752,1333045,10148773,0.13135036127027375,33.01759133964817
bottleneck_cnn,5,249600,1177893,10148773,0.11606260185344573,37.61840324763193
