student,num_blocks,student_params,student_plus_classifier,teacher_params,ratio_vs_teacher,accuracy_pct
mobile_cnn,6,1242752,1251978,49462378,0.025311722780493894,81.52
nano_cnn,4,87912,97138,49462378,0.0019638764638449046,64.33
wide_cnn,4,699456,708682,49462378,0.01432769770996453,79.43
deep_cnn,7,503312,512538,49462378,0.010362178704792559,80.97
bottleneck_cnn,5,315392,324618,49462378,0.006562927483996018,79.21
