student,num_blocks,student_params,student_plus_classifier,teacher_params,ratio_vs_teacher,accuracy_pct
mobile_cnn,6,1242752,1272741,49483141,0.02572069950046219,44.18132611637348
nano_cnn,4,87912,117901,49483141,0.0023826498806937095,23.883626522327468
wide_cnn,4,699456,729445,49483141,0.014741283298891636,41.5426251691475
deep_cnn,7,503312,533301,49483141,0.010777428215399665,48.78213802435724
bottleneck_cnn,5,315392,345381,49483141,0.006979771150744048,35.250338294993234
