student,num_blocks,student_params,student_plus_classifier,teacher_params,ratio_vs_teacher,accuracy_pct
mobile_cnn,6,1045888,3604966,11779558,0.306035761273895,71.16676847892487
nano_cnn,4,63080,2622158,11779558,0.22260241003949385,63.71411117898595
wide_cnn,4,568128,3127206,11779558,0.26547736341210765,75.38179596823457
deep_cnn,7,404752,2963830,11779558,0.2516079126228675,72.08307880268784
bottleneck_cnn,5,249600,2808678,11779558,0.23843662045723618,70.92241905925474
